AssetID,cycle,TTFord,op1,op2,s2,s3,s4,s6,s7,s8,s9,s11,s12,s13,s14,s15,s17,s20,s21,record_purpose
11,20,more100,-0.0023,0.0002,642.35,1593.36,1398.75,21.6,554.19,2388.03,9051.23,47.21,522.13,2388,8138.25,8.3675,393,39.03,23.3962,training
11,21,more100,-0.0005,0.0002,642.44,1583.42,1391.13,21.61,554.51,2388.06,9049.83,47.21,522.54,2388.01,8136.2,8.3857,392,39.01,23.4342,training
11,22,more100,0.0011,0.0001,642.08,1581.85,1402.4,21.61,553.57,2388.05,9051.46,47.28,522.71,2388.07,8141.33,8.3772,391,38.99,23.4564,training
11,23,more100,0.0021,-0.0003,642.25,1580.18,1399.86,21.61,554.03,2388.03,9063.79,47.24,522.05,2387.96,8140.89,8.4163,392,38.7,23.3861,training
11,24,more100,0.0005,0.0002,642.15,1583.63,1400.31,21.61,554.11,2388.02,9057.68,47.15,522.1,2388.01,8142.7,8.4124,392,39.02,23.4246,training
11,25,more100,0.0014,-0.0004,641.73,1580.23,1403.54,21.61,555.36,2388.05,9055.87,47.3,522.64,2387.99,8137.69,8.391,394,38.73,23.272,training
11,26,more100,-0.0026,0.0003,642.09,1579.34,1396.14,21.61,554.32,2388.06,9061.19,47.29,522.42,2388.01,8137.96,8.3937,391,38.84,23.2838,training
11,27,more100,0.0023,-0.0003,642.13,1588.96,1400.06,21.61,554.01,2388.01,9050.54,47.3,522.09,2388.05,8137.91,8.4127,393,38.79,23.4566,training
11,28,more100,0.0015,-0.0002,642.22,1576.29,1402.92,21.61,555.28,2388.05,9045.34,47.34,522.32,2387.98,8137.94,8.4136,390,38.94,23.4501,training
11,29,more100,0.0009,-0.0001,642.1,1582.76,1397.34,21.61,555.31,2388.04,9055.78,47.24,522.47,2387.98,8140.71,8.3926,392,38.85,23.4664,training
11,30,more100,0.0004,-0.0003,642.01,1582.15,1400.58,21.61,553.93,2388,9045.93,47.33,522.85,2388.03,8132.18,8.4034,390,38.89,23.5179,training
11,31,more100,0.0013,0.0004,642.22,1591.95,1390.69,21.61,553.69,2388.03,9050.34,47.22,522.2,2387.95,8144.5,8.4041,393,39.09,23.4137,training
11,32,more100,-0.0001,-0.0004,641.69,1580.75,1401.48,21.61,554.41,2387.97,9061.06,47.34,522.05,2388.06,8136.73,8.4134,393,38.96,23.3978,training
11,33,more100,-0.0032,0.0003,641.98,1584.74,1394.85,21.61,554.38,2387.99,9050.64,47.21,522.54,2388.05,8140.03,8.4162,390,38.89,23.4365,training
11,34,more100,0.0004,-0.0001,642.91,1588.67,1396.78,21.61,554.29,2388.03,9052.25,47.2,522.66,2388.01,8139.82,8.3959,391,38.97,23.4385,training
11,35,more100,-0.0003,-0.0005,642.19,1587.71,1402.56,21.6,554.35,2388,9049.16,47.15,522.64,2387.96,8133.98,8.4455,392,39.14,23.44,training
11,36,more100,0.0001,-0.0005,641.99,1586.4,1397.55,21.61,553.86,2388.02,9055.09,47.24,521.79,2388.02,8136.82,8.388,392,38.96,23.3295,training
11,37,more100,-0.0006,0.0001,642.18,1582.02,1392.64,21.61,554.52,2388.06,9052.78,47.16,522.52,2388.07,8136,8.4105,392,38.96,23.3884,training
11,38,more100,-0.0019,0.0004,642.18,1584.35,1395.71,21.61,553.9,2387.96,9056.28,47.11,522.54,2388.04,8134.16,8.3874,393,39,23.4518,training
11,39,more100,0.0024,0,642.73,1581.9,1398.09,21.6,554.9,2388.04,9044.26,47.18,522.18,2388.07,8140.96,8.4254,392,39.21,23.4269,training
11,40,more100,0.0022,-0.0001,642.26,1584.31,1400.42,21.61,554.78,2388.03,9050.94,47.39,522.45,2388.05,8137.52,8.4039,391,38.85,23.4185,training
11,41,more100,0.0012,0.0002,641.62,1584.46,1397.41,21.61,554.26,2388.03,9055.59,47.28,522.26,2388.01,8138.82,8.3796,392,39.01,23.4146,training
11,42,more100,0.0026,0.0001,641.41,1588.62,1400.52,21.61,553.96,2388.06,9058.15,47.24,521.81,2388.03,8140.79,8.4085,392,38.96,23.3637,training
11,43,more100,-0.0003,-0.0005,642.38,1582.06,1399.23,21.6,553.95,2388.03,9049.98,47.18,522.15,2388.05,8134.42,8.3586,392,39.02,23.4501,training
11,44,more100,-0.0037,0,642.22,1581.61,1405.46,21.61,554.34,2388.02,9056.38,47.17,522.52,2388.03,8132.99,8.4236,391,39.09,23.4477,training
11,45,more100,0.0011,0.0002,642.13,1576.17,1391.03,21.61,554.41,2388.08,9050.58,47.1,522.29,2388.01,8135.34,8.395,392,39.18,23.4272,training
11,46,more100,0.0011,-0.0003,641.7,1581.5,1398.47,21.61,554.16,2387.96,9061.71,47.17,522.26,2387.98,8137.83,8.4173,392,39.04,23.5197,training
11,47,more100,-0.0018,-0.0003,642.39,1587.17,1397.92,21.61,554.21,2388.04,9055.24,47.19,522.34,2388.03,8135.6,8.4126,393,38.95,23.3655,training
11,48,more100,-0.0031,0,642.43,1589.74,1400.98,21.61,554.35,2388.01,9056.68,47.32,521.97,2388.01,8138.82,8.3858,393,39.12,23.426,training
11,49,more100,-0.0016,-0.0002,641.96,1575,1399.38,21.61,554.37,2388.02,9055.62,47.27,522.86,2388.05,8135.44,8.4135,393,38.98,23.477,training
11,50,more100,0.0022,-0.0004,642.27,1571.84,1403.6,21.61,553.75,2388.04,9060.87,47.2,521.92,2388.04,8143.91,8.4526,390,39.09,23.4715,training
11,51,more100,0.0014,-0.0004,642.34,1584.54,1398.17,21.61,554.69,2388.01,9058.91,47.25,522.38,2388.03,8139.98,8.422,390,39,23.3789,training
11,52,more100,-0.0012,0.0004,642.46,1583.06,1403.83,21.61,555.18,2388.03,9047.21,47.17,522.66,2388.06,8142.49,8.3852,392,38.99,23.4803,training
11,53,more100,0.0005,0.0002,642.49,1583.43,1392.95,21.61,555.13,2388.04,9053.36,47.2,522.59,2388.04,8140.34,8.4087,392,39.1,23.3581,training
11,54,more100,-0.0006,-0.0005,642.36,1589.87,1394.84,21.61,554.59,2388.03,9054.95,47.23,522,2387.99,8142.01,8.4052,391,39.02,23.4614,training
11,55,more100,-0.0031,0.0004,642.11,1587.89,1391.51,21.61,554.04,2388.07,9057.67,47.24,521.96,2388.03,8138.8,8.4011,392,39.01,23.4166,training
11,56,more100,-0.0049,-0.0005,642.7,1584.42,1400.18,21.61,554.38,2388.05,9050.18,47.27,521.92,2388.06,8134.67,8.3797,392,39.09,23.3369,training
11,57,more100,-0.0029,-0.0004,642.08,1584.82,1402.39,21.61,554.6,2388,9052.35,47.31,522.42,2388.01,8143.05,8.3852,392,39.01,23.5788,training
11,58,more100,0.0029,-0.0002,641.79,1581.77,1405.3,21.61,554.61,2388.04,9051.44,47.36,522.19,2388.03,8139.04,8.3997,391,39.09,23.301,training
11,59,more100,-0.0038,-0.0003,642.45,1585.68,1405.2,21.61,555.21,2388.06,9053.24,47.17,522.11,2387.98,8139.68,8.4084,392,38.87,23.3353,training
11,60,more100,-0.0029,0.0004,642.11,1585.22,1398.27,21.61,554.13,2387.97,9062.2,47.36,522.27,2388.04,8139.74,8.3992,393,38.98,23.2988,training
11,61,more100,-0.0018,0.0004,642.06,1595.45,1399.97,21.61,553.83,2388.01,9053.92,47.09,522.31,2388,8138.19,8.4256,392,39.05,23.5049,training
11,62,more100,0.0017,-0.0004,642,1586.58,1398.58,21.61,555.3,2387.96,9052.48,47.17,522.26,2388,8143.93,8.4093,391,38.83,23.35,training
11,63,more100,0.0025,0.0003,641.98,1585.86,1393.16,21.61,554.07,2388.02,9055.39,47.31,522.02,2388,8137.57,8.3898,392,39.09,23.4401,training
11,64,more100,0.0002,-0.0003,641.97,1584.22,1398.68,21.61,555.04,2387.97,9050.78,47.37,522.12,2388.01,8138.86,8.3873,391,39.04,23.2613,training
11,65,more100,-0.0008,0.0004,642.43,1588.24,1398.46,21.61,554.11,2388.07,9057.54,47.31,522.41,2388.05,8138.34,8.3914,391,38.79,23.3453,training
11,66,more100,0.0031,0.0002,642.72,1588.41,1397.4,21.61,554.47,2388.05,9060.31,47.19,522.14,2387.98,8139.93,8.3816,392,39.12,23.4133,training
11,67,more100,-0.0001,0.0002,642.3,1585.26,1394.41,21.61,555.33,2387.96,9061.18,47.4,522.62,2388.07,8143.57,8.3935,391,38.99,23.3399,training
11,68,more100,0.0003,0,642.23,1583.28,1403.57,21.61,554.36,2388.04,9057.44,47.24,522.27,2388.02,8141.13,8.4065,391,38.92,23.3509,training
11,69,more100,0.0017,0.0001,642.24,1586.27,1400.55,21.61,554.23,2388.02,9049.58,47.28,522.23,2388.09,8141.14,8.4009,392,38.86,23.461,training
11,70,more100,-0.0006,-0.0004,642.34,1580.13,1401.56,21.61,554.11,2387.98,9050.03,47.26,522.12,2388.01,8147.07,8.4101,393,38.89,23.3699,training
11,71,more100,-0.001,0.0001,642.57,1586.2,1394.86,21.61,554.99,2388.02,9055.94,47.4,521.88,2388.02,8138.34,8.4211,391,39.1,23.4454,training
11,72,more100,-0.0039,-0.0002,642.32,1591.12,1400.38,21.61,553.96,2388.04,9057.21,47.17,522,2388.03,8144.22,8.4049,393,38.8,23.3863,training
11,73,more100,-0.0036,0,642.07,1584.11,1397.97,21.61,553.95,2387.95,9055.11,47.19,522.95,2388.03,8141.16,8.3978,392,38.94,23.3674,training
11,74,more100,-0.0004,-0.0002,642.27,1585.03,1395.96,21.61,554.51,2388.01,9061.66,47.44,521.86,2388.03,8144.31,8.412,392,38.89,23.5082,training
11,75,more100,-0.0013,-0.0004,641.95,1580.27,1391.07,21.61,554.31,2388,9058.23,47.3,522.08,2388.04,8138.31,8.4128,392,38.99,23.3972,training
11,76,more100,0.0018,-0.0001,642.07,1584.39,1403.1,21.61,553.78,2387.96,9058.95,47.25,521.79,2388.03,8139.11,8.4069,395,38.96,23.3912,training
11,77,more100,0.0008,-0.0004,642.42,1589.24,1399.83,21.61,554.46,2388.02,9056.66,47.19,522.21,2387.94,8143.32,8.3871,391,39.04,23.37,training
11,78,more100,-0.0008,0.0002,642,1588.75,1396.85,21.61,553.93,2387.98,9058.16,47.32,522.56,2388.01,8136.36,8.3964,393,39.03,23.3964,training
11,79,more100,-0.0011,0.0004,642.36,1582.83,1396.23,21.61,553.95,2388.02,9054.08,47.14,521.93,2388.07,8138.6,8.425,392,38.98,23.3147,training
11,80,more100,0.0007,0.0002,641.96,1590.13,1403,21.61,554.07,2388.01,9051.88,47.21,522.02,2387.98,8139.74,8.4361,392,39.11,23.493,training
11,81,more100,0.0002,-0.0001,642.54,1583.78,1401.14,21.61,554.8,2388,9055.11,47.09,522.27,2387.96,8135.51,8.4064,392,39,23.3403,training
11,82,more100,-0.0016,-0.0003,642.37,1590.35,1394.27,21.61,554.19,2388.04,9056.42,47.07,522.42,2388.1,8136.87,8.4129,391,38.95,23.3266,training
11,83,more100,0.0026,0,642.49,1590.06,1402.02,21.61,554.42,2388,9058.86,47.33,521.66,2388,8140.86,8.42,393,39.11,23.4632,training
11,84,more100,-0.0007,-0.0001,641.99,1590.02,1396.88,21.61,554.16,2388.02,9059.07,47.23,521.84,2388.02,8136.31,8.4424,393,38.88,23.2796,training
11,85,more100,0.0011,-0.0001,642.63,1586.68,1396.96,21.61,554.29,2387.98,9063.45,47.24,522.44,2388.06,8140.14,8.3929,392,38.95,23.3431,training
11,86,more100,-0.0025,0.0004,642.62,1583.63,1402.28,21.61,553.96,2388.04,9054.39,47.36,522.43,2388.04,8137.91,8.3961,394,38.75,23.4414,training
11,87,more100,0.0028,-0.0004,642.3,1579.51,1393.42,21.61,554.91,2388.04,9065.09,47.25,522.52,2388.07,8140.06,8.4316,392,39.08,23.3275,training
11,88,more100,-0.0051,-0.0002,642.14,1589.38,1402.89,21.61,553.66,2388.02,9057.43,47.35,522.25,2388.1,8140.75,8.4,391,38.9,23.3643,training
11,89,more100,-0.0009,-0.0001,642.28,1585.72,1402.26,21.61,554.28,2388.03,9047.54,47.23,522.04,2388.05,8140.07,8.418,394,38.82,23.4642,training
11,90,more100,-0.0027,0.0003,642.14,1591.91,1399.76,21.61,554.37,2388.02,9061.71,47.06,522.02,2388,8140.94,8.4055,392,38.94,23.3496,training
11,91,more100,-0.0022,0,642.6,1591.09,1402.13,21.61,554.54,2388.04,9055.96,47.22,522.21,2388.01,8146.16,8.4081,392,38.92,23.3725,training
11,92,more100,-0.0009,0.0003,642.64,1586.27,1397.51,21.61,554.5,2388.1,9054,47.16,522.14,2388.01,8140.6,8.428,393,39.02,23.519,training
11,93,more100,-0.0009,0.0003,641.9,1591.55,1403.52,21.61,553.87,2388.05,9053.77,47.47,521.95,2388.06,8142.06,8.4103,390,38.93,23.3372,training
11,94,more100,-0.0017,-0.0004,642.3,1588.6,1407.02,21.61,553.96,2388,9054.9,47.29,522.83,2388.01,8140.13,8.4094,390,38.87,23.4122,training
11,95,more100,-0.0035,0.0002,642.67,1587.52,1395.26,21.61,554.63,2387.98,9053.82,47.27,522.46,2387.99,8143.04,8.432,392,38.98,23.4589,training
11,96,more100,-0.0023,-0.0002,642.02,1581.98,1395.03,21.61,553.94,2387.99,9062.64,47.34,521.93,2388.07,8139.27,8.4086,393,38.9,23.4472,training
11,97,more100,0.0022,0.0005,641.98,1588.9,1406.27,21.61,553.79,2388.03,9056.62,47.14,522.42,2388.02,8134.87,8.4119,392,39.04,23.3906,training
11,98,more100,0.0041,-0.0001,642.31,1584.87,1397.71,21.61,553.83,2388.1,9056.13,47.27,522.01,2388.03,8142.52,8.4252,392,39.07,23.3365,training
11,99,more100,0.0009,0.0001,642.13,1581.23,1394.92,21.61,554.32,2388.07,9056.34,47.24,521.95,2388.02,8140.06,8.4511,392,39.07,23.4178,training
11,100,more100,0.0018,0,642.32,1587.87,1402.81,21.61,554.72,2388.04,9055.5,47.19,521.96,2388.04,8139.44,8.3896,392,38.81,23.376,training
11,101,more100,0.0006,0.0004,642.28,1584.59,1399.46,21.61,554.61,2388.01,9062.14,47.27,522.4,2388.01,8145.75,8.4011,391,38.91,23.4353,training
11,102,more100,-0.003,0.0002,642.21,1587.73,1394.53,21.61,555.04,2388.01,9058.48,47.36,522,2388.08,8136.28,8.4309,393,38.9,23.4063,training
11,103,more100,0.0012,0.0002,642.5,1579.9,1406.52,21.61,553.79,2388.03,9056.15,47.27,522.05,2388.02,8143.93,8.4019,393,38.8,23.377,training
11,104,more100,0.0016,-0.0003,642.28,1586.62,1392.54,21.61,554.16,2388.06,9053.68,47.4,521.67,2388.03,8141.03,8.3803,391,38.93,23.3845,training
11,105,more100,-0.0039,-0.0003,642.49,1590.06,1401.55,21.61,553.82,2388.03,9066.05,47.37,522.69,2388.04,8140.08,8.3802,393,39,23.4192,training
11,106,more100,0.0002,-0.0003,642,1590.45,1399.65,21.61,554.57,2388.1,9064.05,47.13,522.31,2388.07,8139.91,8.3985,393,39.07,23.4773,training
11,107,more100,0.0016,0.0004,642.27,1580.91,1399.41,21.61,554.73,2388.07,9058.76,47.26,522.64,2388.01,8138.8,8.3783,391,39.1,23.3214,training
11,108,more100,-0.0002,0.0003,642.27,1590.02,1396.72,21.61,553.26,2387.97,9061.97,47.37,522.37,2388.09,8146.13,8.4231,391,39.02,23.4415,training
11,109,more100,-0.0019,0.0004,642.57,1585.26,1396.62,21.61,553.93,2387.97,9052.23,47.15,522.39,2388,8143.23,8.3793,394,39.08,23.3933,training
11,110,more100,0.0008,-0.0001,642.18,1592.33,1399.72,21.61,554.17,2387.99,9057.7,47.21,521.93,2388.01,8148.94,8.3785,391,38.81,23.4207,training
11,111,more100,-0.002,0.0001,642.17,1590.1,1391.22,21.61,554.21,2388.01,9059.87,47.43,522.14,2388.04,8138.83,8.4374,392,39.21,23.4053,training
11,112,more100,0.0009,0.0001,642.63,1582.95,1391.29,21.61,554.04,2388.05,9054.54,47.37,522.36,2388.07,8136.68,8.3999,392,39.01,23.4675,training
11,113,more100,0.0013,-0.0001,642.54,1584.52,1399.14,21.6,553.76,2388,9061.16,47.2,521.84,2387.98,8138.66,8.3729,393,39.18,23.3392,training
11,114,more100,0.0008,0,642.22,1589.45,1401.8,21.61,554.11,2388.02,9064.9,47.35,521.73,2388.04,8145.28,8.4027,393,38.98,23.4464,training
11,115,more100,0.0004,-0.0001,642.08,1577.94,1397.09,21.61,554.33,2388.04,9065.4,47.2,521.78,2388,8145.89,8.4318,392,38.99,23.3886,training
11,116,more100,-0.0019,0,642.03,1582.25,1400.27,21.61,554.89,2388.05,9060.08,47.47,522.13,2388.02,8144.14,8.4058,392,38.84,23.4434,training
11,117,more100,-0.0008,-0.0005,642.29,1588.99,1399.08,21.61,553.72,2388.08,9063.96,47.27,521.55,2388.02,8145.25,8.4061,392,38.86,23.4561,training
11,118,more100,-0.0047,0.0001,642.15,1582.3,1410.69,21.61,554.1,2388.04,9071.59,47.22,522.05,2387.94,8143.55,8.4245,393,38.85,23.2986,training
11,119,more100,0.0023,-0.0001,642.35,1582.34,1402.35,21.61,553.79,2388.04,9058.95,47.49,522.06,2387.99,8140.54,8.4309,392,39.12,23.4008,training
11,120,more100,0.0007,0.0004,641.68,1592.75,1398.02,21.61,554.43,2388.03,9063.51,47.35,522.05,2388.03,8138.85,8.4613,391,38.98,23.4447,training
11,121,more100,0.001,0,642.76,1582.4,1402.7,21.61,553.71,2388.02,9062.42,47.34,522.31,2388.06,8144.46,8.4059,393,38.9,23.316,training
11,122,more100,0.0011,0.0001,642.83,1584.81,1405.57,21.61,553.81,2388,9059.84,47.27,521.99,2388.06,8143.01,8.411,391,38.94,23.3843,training
11,123,more100,0,-0.0004,642.5,1586.47,1397.49,21.61,554.58,2388.09,9059.05,47.35,522.04,2388.07,8144.54,8.401,393,38.78,23.3174,training
11,124,more100,-0.0008,0,642.33,1591.74,1404.35,21.61,553.94,2388.05,9059.65,47.2,522.32,2388.02,8149.43,8.4334,392,38.92,23.3691,training
11,125,more100,0.0009,0.0002,642.07,1596.07,1403.9,21.61,554.18,2387.98,9065.39,47.5,521.42,2388.02,8146.8,8.4018,391,38.93,23.4796,training
11,126,more100,0.0002,0.0004,641.9,1587.99,1403.67,21.61,554.4,2388.06,9058.43,47.31,522.5,2388.04,8135.78,8.4358,392,39.05,23.3785,training
11,127,more100,-0.0016,0,641.8,1587.67,1405.37,21.61,554.2,2388.08,9059.25,47.44,521.73,2388.03,8139.06,8.4153,393,39.12,23.4503,training
11,128,more100,0.003,-0.0003,642.21,1583.75,1408.11,21.61,554.25,2388.05,9068.46,47.44,522.02,2388.01,8148.41,8.4113,392,38.81,23.2457,training
11,129,more100,0.0006,0.0002,642.8,1582.18,1401,21.61,554.51,2388.03,9065.13,47.43,521.67,2388.04,8141.82,8.3722,394,38.88,23.2947,training
11,130,more100,-0.0012,0.0005,642.17,1586.67,1399.84,21.61,553.74,2388.05,9060.72,47.21,521.98,2388.03,8144.99,8.4119,392,39.05,23.2464,training
11,131,more100,-0.0002,0.0004,642.24,1588.51,1398.91,21.61,553.87,2387.96,9051.26,47.35,522.24,2388.05,8151.74,8.4148,392,39.08,23.4255,training
11,132,more100,-0.0032,0.0001,642.11,1583.51,1398.47,21.61,554.27,2388.04,9058.57,47.3,522.17,2388.05,8141.1,8.4236,392,38.83,23.4041,training
11,133,more100,0.001,-0.0005,642.29,1581.62,1399.55,21.61,554.49,2388.05,9057.11,47.39,521.41,2388,8141.82,8.4271,393,39.02,23.3433,training
11,134,more100,-0.0027,0.0001,642.46,1579.85,1411.41,21.61,553.13,2388.06,9069.31,47.25,521.79,2388.09,8147.74,8.3899,392,38.74,23.4338,training
11,135,more100,-0.0015,0.0001,642.63,1589.76,1403.08,21.61,554.57,2388.06,9064.12,47.36,521.77,2388.06,8141.01,8.4094,393,38.91,23.2903,training
11,136,more100,-0.0005,0.0003,642.03,1585.65,1399.82,21.61,554.85,2388.08,9077.75,47.36,521.57,2388,8140.73,8.4335,393,38.97,23.5463,training
11,137,more100,0.0001,-0.0004,641.71,1584.31,1403.68,21.61,553.76,2388.08,9071.44,47.27,521.84,2388.05,8147.34,8.4173,392,38.83,23.2449,training
11,138,more100,0.0023,-0.0005,642.78,1578.23,1404.53,21.61,555.17,2388.06,9067.55,47.36,521.85,2388.08,8142,8.4331,392,38.97,23.375,training
11,139,more100,0.0014,0.0004,641.96,1583.02,1405.9,21.61,554.16,2388,9068.8,47.42,521.91,2388.12,8149.41,8.428,393,39.09,23.1994,training
11,140,50to100,0.0022,-0.0001,642.52,1588.37,1401.7,21.61,554.5,2388.06,9059.87,47.26,521.56,2387.98,8146.7,8.4184,394,39.03,23.3892,training
11,141,50to100,0.0006,0.0004,642.05,1587.16,1402.05,21.61,553.79,2388,9066.81,47.45,521.74,2388.04,8145.85,8.4207,394,38.89,23.3066,training
11,142,50to100,0.0004,0,642.96,1583.17,1406.78,21.61,554.77,2388.03,9063.2,47.35,522.57,2388,8146.16,8.4112,392,39.14,23.4088,training
11,143,50to100,-0.0034,0.0002,642.21,1589.4,1399.7,21.61,554.32,2387.97,9072.83,47.44,521.55,2387.98,8144.46,8.458,393,38.81,23.3783,training
11,144,50to100,-0.0035,-0.0005,642.61,1584.22,1401.62,21.61,554.28,2388.03,9072.16,47.38,522.12,2388.04,8149.35,8.454,392,38.79,23.3179,training
11,145,50to100,-0.0024,0.0003,642.48,1587,1409.25,21.61,554.24,2388.06,9066.6,47.46,521.02,2388.07,8143.43,8.4027,393,38.78,23.3262,training
11,146,50to100,-0.0039,-0.0003,642.13,1587.19,1403.74,21.61,553.85,2387.99,9070.61,47.33,521.96,2388.05,8148.68,8.4312,393,39.1,23.2712,training
11,147,50to100,0.0036,0.0003,642.56,1585.41,1407.81,21.61,553.39,2388.03,9066.95,47.57,521.91,2388.07,8151.4,8.4047,393,38.87,23.3068,training
11,148,50to100,-0.0038,-0.0005,642.62,1593.51,1410.15,21.61,553.41,2388.04,9067.71,47.47,521.97,2388.07,8153.14,8.4286,393,38.86,23.3528,training
11,149,50to100,-0.0023,0.0004,642.98,1592.98,1411.83,21.61,553.58,2388.04,9068.98,47.47,521.56,2388.04,8143.69,8.4166,392,38.72,23.3379,training
11,150,50to100,-0.0018,0.0003,642.06,1584.02,1402.72,21.61,553.68,2388.06,9065.96,47.26,521.89,2388.07,8144.14,8.4277,393,39.13,23.3631,training
11,151,50to100,-0.0018,-0.0001,642.89,1589.2,1405.47,21.61,554.09,2388.06,9064.23,47.19,521.94,2388.05,8140.75,8.4166,394,39.01,23.3398,training
11,152,50to100,0.0019,0.0001,642.53,1591.83,1401.33,21.61,553.49,2388.04,9070.58,47.37,522.04,2388.09,8155.54,8.4052,393,38.65,23.3459,training
11,153,50to100,0.0003,0.0004,642.46,1592.3,1405.94,21.61,552.73,2388.05,9068.83,47.32,522.09,2388.07,8146.52,8.4272,394,38.87,23.2887,training
11,154,50to100,0.0007,-0.0001,642.83,1589.3,1400.91,21.61,553.53,2387.99,9067.95,47.45,521.98,2388.03,8154.82,8.4356,392,39.02,23.3234,training
11,155,50to100,-0.0018,0.0002,642.23,1587.73,1403.41,21.61,553.58,2388.05,9068.36,47.5,522.05,2388.05,8148.98,8.4097,392,38.98,23.2446,training
11,156,50to100,-0.0023,0,642.29,1583.59,1402.44,21.61,553.9,2388.12,9074.93,47.37,522,2388.03,8144.97,8.4318,393,38.73,23.3631,training
11,157,50to100,-0.0014,0.0002,642.61,1590.78,1402.6,21.61,554.37,2388.11,9070.72,47.44,522.26,2388.01,8147.69,8.4206,395,39.17,23.3007,training
11,158,50to100,0.0005,-0.0004,642.47,1590.39,1400.72,21.61,553.43,2388.09,9073.04,47.36,521.57,2388.02,8151.17,8.4512,393,38.77,23.314,training
11,159,50to100,-0.0037,-0.0003,642.04,1593.59,1412.72,21.6,553.48,2388.09,9068.39,47.25,521.82,2388.02,8150.18,8.4349,392,38.82,23.4165,training
11,160,50to100,-0.0022,0.0002,642.82,1587.98,1405.19,21.61,553.19,2388.05,9072.8,47.48,521.78,2388.07,8148.46,8.4609,393,38.84,23.3837,training
11,161,50to100,-0.0017,-0.0003,642.28,1585.28,1401.88,21.61,554.01,2388.05,9070.64,47.4,521.46,2388.03,8155.92,8.4165,394,38.84,23.3048,training
11,162,50to100,-0.0037,-0.0002,642.42,1593.8,1402.67,21.61,553.76,2388.12,9070.97,47.4,521.2,2388.06,8150.12,8.4137,394,38.94,23.3716,training
11,163,50to100,-0.0022,-0.0004,641.95,1590.62,1398.22,21.61,553.91,2388.06,9075.71,47.51,521.97,2388.06,8150.8,8.4407,393,38.91,23.3253,training
11,164,50to100,-0.0014,-0.0003,642.71,1590.29,1400.01,21.61,553.76,2388.06,9077.75,47.3,521.8,2388,8154.65,8.4468,393,38.92,23.289,training
11,165,50to100,-0.0017,0.0002,642.55,1596.82,1411.62,21.61,553.6,2388.04,9070.25,47.45,521.63,2388.1,8152.31,8.4446,393,38.85,23.3122,training
11,166,50to100,0.0022,-0.0005,642.68,1587,1402.71,21.61,553.54,2388.09,9078.42,47.56,521.73,2388.08,8154.6,8.4301,393,38.88,23.404,training
11,167,50to100,-0.0005,-0.0003,642.3,1592.45,1406.61,21.61,553.65,2388.11,9072.23,47.55,521.1,2388.02,8148.81,8.4285,393,38.84,23.3611,training
11,168,50to100,-0.0008,0,643.18,1581.81,1405.65,21.61,553.72,2388.04,9072.98,47.59,521.45,2388.04,8151.28,8.4594,393,38.67,23.29,training
11,169,50to100,0.0006,-0.0003,642.46,1580.78,1408.07,21.61,553.3,2388.06,9077.23,47.47,521.53,2388.01,8157.98,8.4293,392,38.86,23.2977,training
11,170,50to100,-0.0059,0,641.97,1588.75,1399.02,21.61,553.3,2388.05,9070.72,47.47,521.77,2388.1,8150.43,8.4334,394,38.88,23.321,training
11,171,50to100,-0.0024,0.0003,643.01,1590.91,1412.85,21.61,553.31,2388.09,9077.19,47.33,521.76,2387.99,8152.96,8.4531,392,38.93,23.2692,training
11,172,50to100,-0.0029,0.0003,642.45,1586.91,1401.46,21.61,554.11,2388.07,9082.17,47.56,521.67,2388.1,8156.52,8.4425,393,38.81,23.4505,training
11,173,50to100,0.0029,-0.0004,642.22,1591.75,1404.02,21.61,554.15,2388.06,9077.61,47.55,521.61,2388.08,8154.79,8.4108,392,38.66,23.3108,training
11,174,50to100,-0.0007,-0.0004,642.52,1592.14,1411.04,21.61,554.27,2388.09,9079.31,47.49,521.41,2388.07,8157.32,8.4672,392,38.86,23.3877,training
11,175,50to100,-0.0013,-0.0004,642.9,1587.68,1403.34,21.61,553.55,2388.02,9077.88,47.42,521.66,2388.12,8159.93,8.4273,393,38.76,23.241,training
11,176,50to100,-0.0004,-0.0005,642.37,1590.8,1411.16,21.61,553.45,2388.07,9076.9,47.13,521.53,2388.05,8153.47,8.453,394,38.91,23.4046,training
11,177,50to100,-0.0011,0.0002,642.82,1589.03,1404.25,21.61,553.34,2388.05,9081.19,47.57,521.82,2388,8155.88,8.4445,393,38.79,23.2483,training
11,178,50to100,-0.0011,0.0004,642.77,1595.91,1405.88,21.61,553.62,2388.05,9084.31,47.54,521.69,2388.03,8161.33,8.4307,391,38.8,23.3742,training
11,179,50to100,-0.0001,0.0002,642.85,1590.33,1412.68,21.61,553.48,2388.06,9082.79,47.62,521.09,2388.06,8155.75,8.4718,392,38.84,23.3466,training
11,180,50to100,0.001,0,642.91,1587.71,1407.66,21.61,553.23,2388.07,9076.45,47.53,521.72,2388.08,8158.23,8.4323,393,38.67,23.2629,training
11,181,50to100,-0.0032,-0.0002,642.57,1590.02,1406.71,21.61,553.59,2388.13,9077.44,47.61,521.66,2388.09,8157.41,8.4414,394,38.68,23.2518,training
11,182,50to100,0.0024,-0.0003,642.59,1588.41,1402.03,21.61,553.27,2388.03,9081.27,47.67,521.48,2388.08,8161.89,8.424,394,38.89,23.2896,training
